family	genus	species	rank
Surirellaceae	Campylodiscus	Campylodiscus hibernicus	species
Surirellaceae	Campylodiscus	Campylodiscus levanderi	species
Surirellaceae	Campylodiscus	Campylodiscus noricus	species
Cymatosiraceae	Campylosira	Campylosira cymbelliformis	species
Catenulaceae	Catenula	Catenula adhaerens	species
Cavinulaceae	Cavinula	nan	genus
Naviculaceae	Navicula	Navicula cocooneiformis	species
Naviculaceae	Navicula	Navicula intractata	species
Naviculaceae	Navicula	Navicula jaernefeltii	species
nan	Schizonema	Schizonema lacustre	species
Naviculaceae	Navicula	Navicula lapidosa	species
Naviculaceae	Navicula	Navicula mollicula	species
Naviculaceae	Navicula	Navicula pseudoscutiformis	species
Naviculaceae	Navicula	Navicula pusio	species
Naviculaceae	Navicula	Navicula scutelloides	species
Naviculaceae	Navicula	Navicula variostriata	species
Fragilariaceae	Centronella	Centronella reichelti	species
Hemiaulaceae	Cerataulina	Cerataulina bergonii	species
Chaetocerotaceae	Chaetoceros	nan	genus
Chaetocerotaceae	Chaetoceros	Chaetoceros castracanei	species
Chaetocerotaceae	Chaetoceros	Chaetoceros costatus	species
Chaetocerotaceae	Chaetoceros	Chaetoceros danicus	species
Chaetocerotaceae	Chaetoceros	Chaetoceros debilis	species
Chaetocerotaceae	Chaetoceros	Chaetoceros decipiens	species
Chaetocerotaceae	Chaetoceros	Chaetoceros densus	species
Chaetocerotaceae	Chaetoceros	Chaetoceros diadema	species
Chaetocerotaceae	Chaetoceros	Chaetoceros eibenii	species
Chaetocerotaceae	Chaetoceros	Chaetoceros muelleri	species
Chaetocerotaceae	Chaetoceros	Chaetoceros protuberans	species
Chaetocerotaceae	Chaetoceros	Chaetoceros socialis	species
Chaetocerotaceae	Chaetoceros	Chaetoceros subtilis	species
Naviculaceae	Chamaepinnularia	nan	genus
Naviculaceae	Chamaepinnularia	Chamaepinnularia begeri	species
Naviculaceae	Navicula	Navicula evanida	species
Naviculaceae	Navicula	Navicula hassiaca	species
Pinnulariaceae	Pinnularia	Pinnularia krookiformis	species
Naviculaceae	Chamaepinnularia	Chamaepinnularia krookii	species
Naviculaceae	Navicula	Navicula mediocris	species
Naviculaceae	Chamaepinnularia	Chamaepinnularia muscicola	species
Naviculaceae	Navicula	Navicula soehrensis	species
Pinnulariaceae	Pinnularia	Pinnularia muscicola	species
Naviculaceae	Navicula	Navicula submuscicola	species
Cocconeidaceae	Cocconeis	nan	genus
Cocconeidaceae	Cocconeis	Cocconeis disculus	species
Cocconeidaceae	Cocconeis	Cocconeis placentula	species
Cocconeidaceae	Cocconeis	Cocconeis neodiminuta	species
Cocconeidaceae	Cocconeis	Cocconeis neothumensis	species
Cocconeidaceae	Cocconeis	Cocconeis pediculus	species
Cocconeidaceae	Cocconeis	Cocconeis euglypta	species
Cocconeidaceae	Cocconeis	Cocconeis intermedia	species
Cocconeidaceae	Cocconeis	Cocconeis lineata	species
Cocconeidaceae	Cocconeis	Cocconeis rouxi	species
Cocconeidaceae	Cocconeis	Cocconeis pseudothumensis	species
Cocconeidaceae	Cocconeis	Cocconeis scutellum	species
Thalassiosiraceae	Conticribra	nan	genus
Thalassiosiraceae	Conticribra	Conticribra weissflogii	species
Coscinodiscaceae	Coscinodiscus	Coscinodiscus commutatus	species
Coscinodiscaceae	Coscinodiscus	nan	genus
Coscinodiscaceae	Coscinodiscus	Coscinodiscus granii	species
Coscinodiscaceae	Coscinodiscus	Coscinodiscus lacustris	species
Coscinodiscaceae	Coscinodiscus	Coscinodiscus radiatus	species
Cosmioneidaceae	Cosmioneis	nan	genus
Naviculaceae	Navicula	Navicula incognita	species
Cosmioneidaceae	Cosmioneis	Cosmioneis lundstroemii	species
Naviculaceae	Navicula	Navicula pusilla	species
Naviculaceae	Navicula	Navicula accommoda	species
Stauroneidaceae	Craticula	Craticula acidoclinata	species
Naviculaceae	Navicula	Navicula ambigua	species
Naviculaceae	Navicula	Navicula buderi	species
Naviculaceae	Navicula	Navicula citrus	species
Amphipleuraceae	Frustulia	Frustulia cuspidata	species
Naviculaceae	Navicula	Navicula dissociata	species
Naviculaceae	Navicula	Navicula halophilioides	species
Naviculaceae	Navicula	Navicula minusculoides	species
Stauroneidaceae	Craticula	Craticula molestiformis	species
Naviculaceae	Navicula	Navicula riparia	species
Naviculaceae	Navicula	Navicula submolesta	species
Stauroneidaceae	Craticula	Craticula vixnegligenda	species
Fragilariaceae	Ctenophora	Ctenophora pulchella	species
Stephanodiscaceae	Cyclostephanos	nan	genus
Stephanodiscaceae	Stephanodiscus	Stephanodiscus delicatus	species
Stephanodiscaceae	Cyclotella	Cyclotella dubia	species
Stephanodiscaceae	Stephanodiscus	Stephanodiscus invisitatus	species
Stephanodiscaceae	Cyclotella	nan	genus
Stephanodiscaceae	Cyclotella	Cyclotella atomus	species
Stephanodiscaceae	Lindavia	Lindavia austriaca	species
Stephanodiscaceae	Cyclotella	Cyclotella balatonis	species
Stephanodiscaceae	Lindavia	Lindavia bodanica	species
Stephanodiscaceae	Cyclotella	Cyclotella caspia	species
Stephanodiscaceae	Cyclotella	Cyclotella choctawhatcheeana	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella comensis	species
Stephanodiscaceae	Cyclotella	Cyclotella comta	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella costei	species
Stephanodiscaceae	Cyclotella	Cyclotella cyclopuncta	species
Stephanodiscaceae	Cyclotella	Cyclotella delicatula	species
Stephanodiscaceae	Cyclotella	Cyclotella distinguenda	species
Stephanodiscaceae	Cyclotella	Cyclotella striata	species
Rhopalodiaceae	Epithemia	Epithemia operculata	species
Stephanodiscaceae	Cyclotella	Cyclotella glomerata	species
Stephanodiscaceae	Cyclotella	Cyclotella hakanssoniae	species
Stephanodiscaceae	Cyclotella	Cyclotella hinziae	species
Stephanodiscaceae	Cyclotella	Cyclotella iris	species
Stephanodiscaceae	Cyclotella	Cyclotella krammeri	species
Stephanodiscaceae	Cyclotella	Cyclotella kuetzingiana	species
Stephanodiscaceae	Cyclotella	Cyclotella meduanae	species
Stephanodiscaceae	Cyclotella	Cyclotella meneghiniana	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella ocellata	species
Stephanodiscaceae	Cyclotella	Cyclotella planctonica	species
Stephanodiscaceae	Cyclotella	Cyclotella plitvicensis	species
Stephanodiscaceae	Lindavia	Lindavia praetermissa	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella pseudocomensis	species
Stephanodiscaceae	Cyclotella	Cyclotella pseudostelligera	species
Stephanodiscaceae	Cyclotella	Cyclotella radiosa	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella rossii	species
Stephanodiscaceae	Cyclotella	Cyclotella scaldensis	species
Stephanodiscaceae	Cyclotella	Cyclotella schroeteri	species
Stephanodiscaceae	Cyclotella	Cyclotella schumannii	species
Stephanodiscaceae	Cyclotella	Cyclotella socialis	species
Stephanodiscaceae	Cyclotella	Cyclotella stelligera	species
Stephanodiscaceae	Cyclotella	Cyclotella stylorum	species
Stephanodiscaceae	Lindavia	Lindavia styriaca	species
Stephanodiscaceae	Lindavia	Lindavia tenuistriata	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella tripartita	species
Stephanodiscaceae	Cyclotella	Cyclotella woltereckii	species
Stephanodiscaceae	Pantocsekiella	Pantocsekiella wuethrichiana	species
Bacillariaceae	Cylindrotheca	nan	genus
Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	species
Bacillariaceae	Cylindrotheca	Cylindrotheca gracilis	species
Surirellaceae	Cymatopleura	nan	genus
Surirellaceae	Cymatopleura	Cymatopleura elliptica	species
Surirellaceae	Surirella	Surirella hibernica	species
Surirellaceae	Cymatopleura	Cymatopleura solea	species
Surirellaceae	Cymatopleura	Cymatopleura apiculata	species
Cymatosiraceae	Cymatosira	nan	genus
Cymatosiraceae	Cymatosira	Cymatosira belgica	species
Cymbellaceae	Encyonopsis	Encyonopsis aequalis	species
Cymbellaceae	Cymbella	Cymbella affiniformis	species
Cymbellaceae	Cymbella	Cymbella affinis	species
Cymbellaceae	Cymbella	Cymbella alpestris	species
Cymbellaceae	Cymbella	Cymbella alpina	species
Cymbellaceae	Cymbella	Cymbella amphicephala	species
Cymbellaceae	Cymbella	Cymbella hercynica	species
Cymbellaceae	Cymbella	Cymbella amphioxys	species
Cymbellaceae	Cymbella	Cymbella ancyli	species
Naviculaceae	Navicula	Navicula angustata	species
Cymbellaceae	Cymbella	Cymbella variabilis	species
Cymbellaceae	Cymbella	Cymbella aspera	species
Cymbellaceae	Cymbella	Cymbella austriaca	species
Cymbellaceae	Cymbella	Cymbella brehmi	species
Cymbellaceae	Encyonema	Encyonema caespitosum	species
Cymbellaceae	Cymbella	Cymbella cantonatii	species
Cymbellaceae	Encyonopsis	Encyonopsis cesatii	species
Cymbellaceae	Cymbella	Cymbella cistula	species
Cymbellaceae	Cymbella	Cymbella compacta	species
Cymbellaceae	Cymbella	Cymbella cuspidata	species
Cymbellaceae	Cymbella	Cymbella cymbiformis	species
Cymbellaceae	Delicatophycus	Delicatophycus delicatulus	species
Cymbellaceae	Encyonopsis	Encyonopsis descripta	species
Cymbellaceae	Cymbella	Cymbella dorsenotata	species
Cymbellaceae	Cymbella	Cymbella ehrenbergi	species
Cymbellaceae	Cymbella	Cymbella elginensis	species
Cymbellaceae	Cymbella	Cymbella excisa	species
Cymbellaceae	Cymbella	Cymbella excisiformis	species
Cymbellaceae	Encyonopsis	Encyonopsis falaisensis	species
Cymbellaceae	Cymbella	Cymbella gaeumannii	species
Cymbellaceae	Cymbella	Cymbella gracilis	species
Cymbellaceae	Cymbella	Cymbella halophila	species
Cymbellaceae	Cymbella	Cymbella hantzschiana	species
Cymbellaceae	Cymbella	Cymbella hauckii	species
Cymbellaceae	Encyonema	Encyonema hebridicum	species
Cymbellaceae	Cymbella	Cymbella helmckei	species
Cymbellaceae	Cymbella	Cymbella helvetica	species
Pinnulariaceae	Pinnularia	Pinnularia heteropleura	species
Cymbellaceae	Cymbella	Cymbella hofmanniae	species
Naviculaceae	Cocconema	Cocconema hungaricum	species
Cymbellaceae	Cymbella	Cymbella hustedtii	species
Cymbellaceae	Cymbella	Cymbella hybrida	species
Cymbellaceae	Cymbella	Cymbella incerta	species
Cymbellaceae	Cymbella	Cymbella incurvata	species
Cymbellaceae	Cymbella	Cymbella kolbei	species
Cymbellaceae	Cymbella	Cymbella laevis	species
Amphipleuraceae	Frustulia	Frustulia lanceolata	species
Cymbellaceae	Cymbella	Cymbella tumidula	species
Cymbellaceae	Cymbella	Cymbella lange-bertalotii	species
Cymbellaceae	Cymbella	Cymbella lapponica	species
Cymbellaceae	Cymbella	Cymbella lata	species
Naviculaceae	Cocconema	Cocconema leptoceros	species
Cymbellaceae	Cymbella	Cymbella mesiana	species
Cymbellaceae	Encyonopsis	Encyonopsis microcephala	species
Cymbellaceae	Cymbella	Cymbella minuta	species
Cymbellaceae	Cymbella	Cymbella naviculacea	species
Cymbellaceae	Cymbella	Cymbella naviculiformis	species
Cymbellaceae	Cymbella	Cymbella neocistula	species
Cymbellaceae	Cymbella	Cymbella neolanceolata	species
Cymbellaceae	Cymbella	Cymbella neoleptoceros	species
Cymbellaceae	Cymbella	Cymbella norvegica	species
Cymbellaceae	Cymbella	Cymbella obscura	species
Cymbellaceae	Cymbella	Cymbella parva	species
Cymbellaceae	Cymbella	Cymbella paucistriata	species
Cymbellaceae	Cymbella	Cymbella peraspera	species
Cymbellaceae	Cymbella	Cymbella percapitata	species
Cymbellaceae	Cymbella	Cymbella perparva	species
Cymbellaceae	Cymbella	Cymbella perpusilla	species
Cymbellaceae	Cymbella	Cymbella imitans	species
Cymbellaceae	Cymbella	Cymbella pervarians	species
nan	Monema	Monema prostratum	species
Cymbellaceae	Cymbella	Cymbella proxima	species
Cymbellaceae	Cymbella	Cymbella pusilla	species
Cymbellaceae	Cymbella	Cymbella reichardtii	species
Cymbellaceae	Cymbella	Cymbella reinhardtii	species
Cymbellaceae	Cymbella	Cymbella rupicola	species
Cymbellaceae	Cymbella	Cymbella schimanskii	species
Cymbellaceae	Cymbella	Cymbella scotlandica	species
Cymbellaceae	Cymbella	Cymbella silesiaca	species
Cymbellaceae	Cymbella	Cymbella similis	species
Cymbellaceae	Cymbella	Cymbella simonsenii	species
Cymbellaceae	Cymbella	Cymbella sinuata	species
Cymbellaceae	Cymbella	Cymbella stauroneiformis	species
Cymbellaceae	Cymbella	Cymbella stigmaphora	species
Cymbellaceae	Cymbella	Cymbella subaequalis	species
Cymbellaceae	Cymbella	Cymbella subaspera	species
Cymbellaceae	Cymbella	Cymbella subcistula	species
Cymbellaceae	Cymbella	Cymbella subcuspidata	species
Cymbellaceae	Cymbella	Cymbella subhelvetica	species
Cymbellaceae	Cymbella	Cymbella subleptoceros	species
Cymbellaceae	Cymbella	Cymbella tumida	species
Cymbellaceae	Cymbella	Cymbella turgidula	species
Cymbellaceae	Cymbella	Cymbella tynnii	species
Cymbellaceae	Cymbella	Cymbella ventricosa	species
Cymbellaceae	Cymbella	Cymbella vulgata	species
Bacillariaceae	Cymbellonitzschia	nan	genus
Bacillariaceae	Cymbellonitzschia	Cymbellonitzschia diluviana	species
Cymbellaceae	Cymbopleura	nan	genus
Cymbellaceae	Cymbopleura	Cymbopleura anglica	species
Cymbellaceae	Cymbopleura	Cymbopleura apiculata	species
Cymbellaceae	Cymbopleura	Cymbopleura citriformis	species
Cymbellaceae	Cymbella	Cymbella citrus	species
Cymbellaceae	Cymbella	Cymbella obtusa	species
Cymbellaceae	Cymbopleura	Cymbopleura elliptica	species
Cymbellaceae	Cymbopleura	Cymbopleura florentiniformis	species
Cymbellaceae	Cymbopleura	Cymbopleura frequens	species
Cymbellaceae	Cymbopleura	Cymbopleura geofriedana	species
Cymbellaceae	Cymbopleura	Cymbopleura inaequaliformis	species
Naviculaceae	Navicula	Navicula inaequalis	species
Naviculaceae	Navicula	Navicula inaequilatera	species
Cymbellaceae	Cymbopleura	Cymbopleura incertiformis	species
Cymbellaceae	Cymbopleura	Cymbopleura korana	species
Cymbellaceae	Cymbopleura	Cymbopleura laeviformis	species
Cymbellaceae	Cymbopleura	Cymbopleura metzeltinii	species
Cymbellaceae	Cymbopleura	Cymbopleura neoheteropleura	species
Cymbellaceae	Cymbopleura	Cymbopleura perstechlinensis	species
Cymbellaceae	Cymbopleura	Cymbopleura platycephala	species
Cymbellaceae	Cymbopleura	Cymbopleura rhomboidea	species
Cymbellaceae	Cymbopleura	Cymbopleura similiformis	species
Cymbellaceae	Cymbopleura	Cymbopleura stechlinensis	species
Cymbellaceae	Cymbopleura	Cymbopleura subaustriaca	species
Cymbellaceae	Cymbopleura	Cymbopleura subheteropleura	species
Cymbellaceae	Cymbopleura	Cymbopleura sublanceolata	species
Cymbellaceae	Cymbopleura	Cymbopleura sublancettula	species
Rhizosoleniaceae	Rhizosolenia	Rhizosolenia fragillissima	species
Mastogloiaceae	Decussiphycus	nan	genus
Mastogloiaceae	Decussiphycus	Decussiphycus hexagonus	species
Mastogloiaceae	Decussiphycus	Decussiphycus placenta	species
Cymbellaceae	Delicatophycus	nan	genus
Cymbellaceae	Delicatophycus	Delicatophycus apiculatus	species
Cymbellaceae	Delicatophycus	Delicatophycus capitatus	species
Cymbellaceae	Delicatophycus	Delicatophycus alpestris	species
Cymbellaceae	Delicatophycus	Delicata minuta	species
Rhaphoneidaceae	Delphineis	nan	genus
Rhaphoneidaceae	Rhaphoneis	Rhaphoneis minutissima	species
Triceratiaceae	Zygoceros	Zygoceros surirella	species
Rhaphoneidaceae	Rhaphoneis	Rhaphoneis surirelloides	species
Bacillariaceae	Denticula	nan	genus
Bacillariaceae	Nitzschia	Nitzschia creticola	species
Diploneidaceae	Diploneis	Diploneis baicalensis	species
Bacillariaceae	Denticula	Denticula kuetzingii	species
Bacillariaceae	Denticula	Denticula subtilis	species
Bacillariaceae	Denticula	Denticula sundaysensis	species
Bacillariaceae	Denticula	Denticula tenuis	species
Bacillariaceae	Denticula	Denticula thermalis	species
Skeletonemaceae	Detonula	nan	genus
Skeletonemaceae	Detonula	Detonula pumila	species
Diadesmidaceae	Diadesmis	nan	genus
Diadesmidaceae	Humidophila	Humidophila aerophila	species
Diadesmidaceae	Diadesmis	Diadesmis biceps	species
Diadesmidaceae	Humidophila	Humidophila brekkaensis	species
Naviculaceae	Navicula	Navicula brekkaensoides	species
Diadesmidaceae	Diadesmis	Diadesmis confervacea	species
Diadesmidaceae	Humidophila	Humidophila contenta	species
Diadesmidaceae	Diadesmis	Diadesmis dissimilis	species
Diadesmidaceae	Diadesmis	Diadesmis gallica	species
Naviculaceae	Navicula	Navicula irata	species
Diadesmidaceae	Diadesmis	Diadesmis lacunosa	species
Fragilariaceae	Fragilaria	Fragilaria laevissima	species
Diadesmidaceae	Diadesmis	Diadesmis paracontenta	species
Diadesmidaceae	Humidophila	Humidophila perpusilla	species
Diadesmidaceae	Diadesmis	Diadesmis simplex	species
Diadesmidaceae	Diadesmis	Diadesmis virginiana	species
Fragilariaceae	Fragilaria	Fragilaria anceps	species
Fragilariaceae	Diatoma	Diatoma ehrenbergii	species
Fragilariaceae	Diatoma	Diatoma elongatum	species
Fragilariaceae	Diatoma	Diatoma hyemalis	species
Fragilariaceae	Odontidium	Odontidium anomalum	species
Fragilariaceae	Diatoma	Diatoma mesodon	species
Fragilariaceae	Diatoma	Diatoma moniliformis	species
Tabellariaceae	Diatoma	Diatoma moniliformis	species
Fragilariaceae	Diatoma	Diatoma problematica	species
Fragilariaceae	Diatoma	Diatoma tenuis	species
Fragilariaceae	Diatoma	Diatoma vulgaris	species
Pinnulariaceae	Diatomella	nan	genus
Pinnulariaceae	Diatomella	Diatomella balfouriana	species
Anomoeoneidaceae	Dickieia	nan	genus
Naviculaceae	Navicula	Navicula soodensis	species
Naviculaceae	Navicula	Navicula subinflata	species
Cymbellaceae	Didymosphenia	Didymosphenia geminatum	species
Plagiogrammaceae	Dimeregramma	nan	genus
Plagiogrammaceae	Plagiogramma	Plagiogramma minus	species
Diploneidaceae	Diploneis	nan	genus
Diploneidaceae	Diploneis	Diploneis aestuari	species
Diploneidaceae	Diploneis	Diploneis alpina	species
Diploneidaceae	Diploneis	Diploneis boldtiana	species
Diploneidaceae	Diploneis	Diploneis bombus	species
Naviculaceae	Navicula	Navicula expleta	species
Diploneidaceae	Diploneis	Diploneis elliptica	species
Diploneidaceae	Diploneis	Diploneis fontanella	species
Diploneidaceae	Diploneis	Diploneis fontium	species
Bacillariaceae	Bacillaria	Bacillaria interrupta	species
Diploneidaceae	Diploneis	Diploneis krammeri	species
Diploneidaceae	Diploneis	Diploneis marginestriata	species
Naviculaceae	Navicula	Navicula mauleri	species
Diploneidaceae	Diploneis	Diploneis minuta	species
Diploneidaceae	Diploneis	Diploneis modica	species
Diploneidaceae	Diploneis	Diploneis oblongella	species
Naviculaceae	Navicula	Navicula oculata	species
Diploneidaceae	Diploneis	Diploneis ovalis	species
Diploneidaceae	Diploneis	Diploneis parma	species
Diploneidaceae	Diploneis	Diploneis petersenii	species
Diploneidaceae	Diploneis	Diploneis pseudoovalis	species
Naviculaceae	Navicula	Navicula puella	species
Diploneidaceae	Diploneis	Diploneis separanda	species
Naviculaceae	Navicula	Navicula smithii	species
Diploneidaceae	Diploneis	Diploneis dilatata	species
Naviculaceae	Navicula	Navicula ovalis	species
Diploneidaceae	Diploneis	Diploneis smithi	species
Diploneidaceae	Diploneis	Diploneis stroemi	species
Stephanodiscaceae	Discostella	nan	genus
Stephanodiscaceae	Discostella	Discostella pseudostelligera	species
Stephanodiscaceae	Cyclotella	Cyclotella stelligeroides	species
Lithodesmiaceae	Ditylum	nan	genus
Lithodesmiaceae	Ditylum	Ditylum brightwellii	species
Melosiraceae	Melosira	Melosira arenaria	species
Cymbellaceae	Encyonema	nan	genus
Cymbellaceae	Encyonema	Encyonema aequilongum	species
Cymbellaceae	Encyonema	Encyonema alpinum	species
Cymbellaceae	Encyonema	Encyonema auerswaldii	species
Cymbellaceae	Cymbella	Cymbella bipartita	species
Cymbellaceae	Encyonema	Encyonema carina	species
Cymbellaceae	Encyonema	Encyonema cespitosum	species
Cymbellaceae	Encyonema	Encyonema disjunctum	species
Cymbellaceae	Encyonema	Encyonema distinctum	species
Cymbellaceae	Encyonema	Encyonema elginense	species
Cymbellaceae	Encyonema	Encyonema guatemalense	species
Cymbellaceae	Encyonema	Encyonema hebridiforme	species
Cymbellaceae	Encyonema	Encyonema hintzii	species
Cymbellaceae	Encyonema	Encyonema hophense	species
Cymbellaceae	Encyonema	Encyonema kalbei	species
Cymbellaceae	Encyonema	Encyonema kuelbsii	species
Cymbellaceae	Encyonema	Encyonema lacustre	species
Cymbellaceae	Encyonema	Encyonema lange-bertalotii	species
Cymbellaceae	Encyonema	Encyonema leibleinii	species
Cymbellaceae	Cymbella	Cymbella lunata	species
Cymbellaceae	Encyonema	Encyonema minutiforme	species
Cymbellaceae	Encyonema	Encyonema minutum	species
Cymbellaceae	Encyonema	Encyonema neogracile	species
Cymbellaceae	Encyonema	Encyonema parvum	species
Cymbellaceae	Encyonema	Encyonema pergracile	species
Cymbellaceae	Encyonema	Encyonema procerum	species
Cymbellaceae	Encyonema	Encyonema schimanskii	species
Cymbellaceae	Encyonema	Encyonema semilanceolatum	species
Cymbellaceae	Encyonema	Encyonema silesiacum	species
Cymbellaceae	Encyonema	Encyonema subnorvegicum	species
nan	Gloeonema	Gloeonema triangulum	species
Cymbellaceae	Encyonema	Encyonema ventricosum	species
Cymbellaceae	Encyonema	Encyonema vulgare	species
Cymbellaceae	Encyonopsis	nan	genus
Cymbellaceae	Encyonopsis	Encyonopsis alpina	species
Cymbellaceae	Encyonopsis	Encyonopsis angusta	species
Cymbellaceae	Encyonopsis	Encyonopsis cesatiformis	species
Cymbellaceae	Encyonopsis	Encyonopsis eifelana	species
Cymbellaceae	Encyonopsis	Encyonopsis grunowii	species
Cymbellaceae	Encyonopsis	Encyonopsis krammeri	species
Cymbellaceae	Encyonopsis	Encyonopsis lanceola	species
Cymbellaceae	Encyonopsis	Encyonopsis minuta	species
Cymbellaceae	Encyonopsis	Encyonopsis neoamphioxys	species
Cymbellaceae	Encyonopsis	Encyonopsis perborealis	species
Cymbellaceae	Encyonopsis	Encyonopsis subminuta	species
Cymbellaceae	Encyonopsis	Encyonopsis thumensis	species
Cymbellaceae	Encyonopsis	Encyonopsis tiroliana	species
Entomoneidaceae	Entomoneis	nan	genus
Entomoneidaceae	Entomoneis	Entomoneis alata	species
Entomoneidaceae	Entomoneis	Entomoneis costata	species
Entomoneidaceae	Entomoneis	Entomoneis ornata	species
Entomoneidaceae	Entomoneis	Entomoneis paludosa	species
Naviculaceae	Eolimna	nan	genus
Sellaphoraceae	Sellaphora	Sellaphora nigri	species
Naviculaceae	Navicula	Navicula neocaledonica	species
Naviculaceae	Navicula	Navicula silvahercynia	species
Naviculaceae	Navicula	Navicula subadnata	species
Naviculaceae	Navicula	Navicula subminuscula	species
Naviculaceae	Navicula	Navicula tantula	species
Naviculaceae	Navicula	Navicula utermoehlii	species
Rhopalodiaceae	Epithemia	nan	genus
Amphipleuraceae	Frustulia	Frustulia adnata	species
Rhopalodiaceae	Epithemia	Epithemia argus	species
Rhopalodiaceae	Epithemia	Epithemia alpestris	species
Eunotiaceae	Eunotia	Eunotia argus	species
Rhopalodiaceae	Epithemia	Epithemia cistula	species
Rhopalodiaceae	Epithemia	Epithemia frickei	species
Rhopalodiaceae	Epithemia	Epithemia goeppertiana	species
Rhopalodiaceae	Epithemia	Epithemia hyndmanii	species
Rhopalodiaceae	Epithemia	Epithemia smithii	species
Rhopalodiaceae	Epithemia	Epithemia sorex	species
Naviculaceae	Navicula	Navicula turgida	species
Eunotiaceae	Eunotia	Eunotia granulata	species
Naviculaceae	Navicula	Navicula westermannii	species
Naviculaceae	Navicula	Navicula zebra	species
Hemiaulaceae	Eucampia	nan	genus
Hemiaulaceae	Eucampia	Eucampia zodiacus	species
Achnanthidiaceae	Eucocconeis	nan	genus
Achnanthidiaceae	Eucocconeis	Eucocconeis alpestris	species
Achnanthidiaceae	Eucocconeis	Eucocconeis austriaca	species
Achnanthidiaceae	Eucocconeis	Eucocconeis diluviana	species
Achnanthidiaceae	Eucocconeis	Eucocconeis flexella	species
Achnanthidiaceae	Eucocconeis	Eucocconeis laevis	species
Achnanthidiaceae	Eucocconeis	Eucocconeis leptostriata	species
Achnanthidiaceae	Eucocconeis	Eucocconeis quadratarea	species
Eunotiaceae	Eunotia	nan	genus
Eunotiaceae	Eunotia	Eunotia ambivalens	species
Eunotiaceae	Eunotia	Eunotia angusta	species
Eunotiaceae	Eunotia	Eunotia arcubus	species
Eunotiaceae	Eunotia	Eunotia arculus	species
Eunotiaceae	Eunotia	Eunotia arcus	species
Eunotiaceae	Eunotia	Eunotia bidens	species
Eunotiaceae	Eunotia	Eunotia bigibba	species
Fragilariaceae	Synedra	Synedra bilunaris	species
Eunotiaceae	Eunotia	Eunotia binularis	species
Eunotiaceae	Eunotia	Eunotia mucophila	species
Eunotiaceae	Eunotia	Eunotia boreoalpina	species
Eunotiaceae	Eunotia	Eunotia botuliformis	species
Eunotiaceae	Eunotia	Eunotia braendlei	species
Eunotiaceae	Eunotia	Eunotia cantonatii	species
Eunotiaceae	Eunotia	Eunotia circumborealis	species
Eunotiaceae	Eunotia	Eunotia curtagrunowii	species
Eunotiaceae	Eunotia	Eunotia denticulata	species
Eunotiaceae	Eunotia	Eunotia diadema	species
Eunotiaceae	Eunotia	Eunotia diodon	species
Eunotiaceae	Eunotia	Eunotia elegans	species
Eunotiaceae	Eunotia	Eunotia eurycephala	species
Eunotiaceae	Eunotia	Eunotia exigua	species
nan	Himantidium	Himantidium exiguum	species
Eunotiaceae	Eunotia	Eunotia faba	species
Eunotiaceae	Eunotia	Eunotia fallax	species
Eunotiaceae	Eunotia	Eunotia paludosa	species
Fragilariaceae	Synedra	Synedra flexuosa	species
Eunotiaceae	Eunotia	Eunotia formica	species
Eunotiaceae	Eunotia	Eunotia formicina	species
Eunotiaceae	Eunotia	Eunotia genuflexa	species
Eunotiaceae	Eunotia	Eunotia glacialifalsa	species
Eunotiaceae	Eunotia	Eunotia glacialis	species
Eunotiaceae	Eunotia	Eunotia hexaglyphis	species
Eunotiaceae	Eunotia	Eunotia implicata	species
Eunotiaceae	Eunotia	Eunotia incisa	species
Eunotiaceae	Eunotia	Eunotia intermedia	species
Eunotiaceae	Eunotia	Eunotia islandica	species
Eunotiaceae	Eunotia	Eunotia jemtlandica	species
Eunotiaceae	Eunotia	Eunotia kruegeri	species
Eunotiaceae	Eunotia	Eunotia lapponica	species
Eunotiaceae	Eunotia	Eunotia lunaris	species
nan	Himantidium	Himantidium majus	species
Eunotiaceae	Eunotia	Eunotia meisteri	species
Eunotiaceae	Eunotia	Eunotia metamonodon	species
Eunotiaceae	Eunotia	Eunotia microcephala	species
Eunotiaceae	Eunotia	Eunotia minor	species
Eunotiaceae	Eunotia	Eunotia monodon	species
nan	Himantidium	Himantidium bidens	species
Eunotiaceae	Eunotia	Eunotia tridentula	species
Eunotiaceae	Eunotia	Eunotia muscicola	species
Eunotiaceae	Eunotia	Eunotia naegelii	species
Eunotiaceae	Eunotia	Eunotia neoborealis	species
Eunotiaceae	Eunotia	Eunotia neocompacta	species
Eunotiaceae	Eunotia	Eunotia neofallax	species
Eunotiaceae	Eunotia	Eunotia nymanniana	species
Eunotiaceae	Eunotia	Eunotia palatina	species
Eunotiaceae	Eunotia	Eunotia trinacria	species
Eunotiaceae	Eunotia	Eunotia papiliofalsa	species
Eunotiaceae	Eunotia	Eunotia parallela	species
Eunotiaceae	Eunotia	Eunotia paratridentula	species
